Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
NUTNR,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""NITROPT_L1""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI003-01-NUTNRB999,TRUE,NUTNR,NUTNRB,NUTNR,B,01,39.91666667,-70.79166667,ISUS,
OPTAA,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI003-02-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,44.65,-124.9,AC-S,
SPKIR,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,150,0,5200,GA02HYPM-SP001-07-SPKIR0999,FALSE,SPKIR,SPKIR0,SPKIR,0,01,-42.9222,-42.5104,,
ADCPS,2014-06,Shore CyberPoP - Global Mooring Server,"Mounted at 500m, uplooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,500,500,2800,GI01SUMO-RI002-03-ADCPSN999,TRUE,ADCPS,ADCPSN,ADCPS,N,01,60.6136,-38.2581,WorkHorse LongRanger Sentinel 75khz,
FLORT,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL005-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
CTDPF,2014,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,78,0,80,CE07SHSP-SP001-08-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,47,-124.27,,
FDCHP,2014-06,Shore CyberPoP - Global Mooring Server,~3m above sea surface,TRUE,FALSE,"[""FLUXHOT_L2"", ""FLUXMOM_L2"", ""FLUXWET_L2"", ""MOISTUR_L0"", ""MOISTUR_L1"", ""MOTFLUX_L0"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""TMPATUR_L0"", ""TMPATUR_L1"", ""WINDTUR_L0"", ""WINDTUR_L1""]",2020-01-01 00:00:00,-3,-3,2800,GI01SUMO-SB001-04-FDCHPA999,TRUE,FDCHP,FDCHPA,FDCHP,A,01,60.6136,-38.2581,non-commercial FDCHP,No
SPKIR,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,5,5,80,CE02SHSM-RI003-04-SPKIRB999,TRUE,SPKIR,SPKIRB,SPKIR,B,01,44.64,-124.3,OCR507 ICSW,
ZPLSC,2014-08,Shore CyberPoP - Regional Observatory Management System,"Mounted at 200m, uplooking",FALSE,FALSE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2020-01-01 00:00:00,200,200,500,CE04OSHY-PC01B-08-ZPLSCB102,TRUE,ZPLSC,ZPLSCB,ZPLSC,B,01,44.65,-124.9,,Maybe
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF002-03-DOSTAL999,FALSE,DOSTA,DOSTAL,DOSTA,L,01,-42.9222,-42.5104,Optode 4330,
ZPLSG,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,"Mounted at 150m, uplooking",TRUE,TRUE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2013-08-05 00:00:00,150,150,4250,GP02HYPM-MP003-01-ZPLSGA999,FALSE,ZPLSG,ZPLSGA,ZPLSG,A,01,50.1969,-144.7131,,Maybe
PHSEN,2015-01,Shore CyberPoP - Global Mooring Server,20m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,20,20,5200,GA01SUMO-RI003-01-PHSENE999,TRUE,PHSEN,PHSENE,PHSEN,E,01,-42.9906,-42.5104,SAMI-pH,No
VEL3D,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-11-22 00:00:00,450,15,520,CP04OSPM-WF001-01-VEL3D0999,FALSE,VEL3D,VEL3D0,VEL3D,0,01,39.91666667,-70.79166667,,
PCO2A,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,80,CE07SHSM-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,47,-124.27,pCO2-pro,
DOFST,2013-10,Shore CyberPoP - Coastal Mooring Server,Near bottom to 15m below surface,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,500,15,500,CE09OSPM-WF001-02-DOFSTK999,FALSE,DOFST,DOFSTK,DOFST,K,01,46.91,-124.95,SBE 43F,
ADCPA,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL004-01-ADCPAM999,FALSE,ADCPA,ADCPAM,ADCPA,M,01,,,Explorer DVL 600 kHz,
OPTAA,2014-05,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,5,5,25,CE06ISSM-RI003-03-OPTAAD999,FALSE,OPTAA,OPTAAD,OPTAA,D,01,47,-124.162,AC-S,
VEL3D,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 3900m,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-08-05 00:00:00,3900,240,4250,GP02HYPM-WF002-05-VEL3D0999,FALSE,VEL3D,VEL3D0,VEL3D,0,01,50.1969,-144.7131,,
ZPLSC,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,"Mounted 2m above bottom, uplooking",TRUE,FALSE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2020-01-01 00:00:00,448,448,520,CP04OSSM-MF005-05-ZPLSCC999,TRUE,ZPLSC,ZPLSCC,ZPLSC,C,01,39.91666667,-70.79166667,,Maybe
CTDBP,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,5,5,80,CE02SHSM-RI002-05-CTDBPC999,TRUE,CTDBP,CTDBPC,CTDBP,C,01,44.64,-124.3,SBE 16plusV2,
HYDLF,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""HYDAPLF_L0"", ""HYDAPLF_L1""]",2013-06-28 00:00:00,2909,2909,2906,RS01SLBS-MJ01A-05-HYDLFA101,TRUE,HYDLF,HYDLFA,HYDLF,A,01,44.55404,-125.35235,90-U,
PHSEN,2013-08,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-10-PHSEND107,TRUE,PHSEN,PHSEND,PHSEN,D,01,44.65,-124.9,SAMI-pH,
ADCPT,2014-08,Shore CyberPoP - Regional Observatory Management System,"Bottom mount, uplooking",FALSE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,2906,2906,2906,RS01SBVM-LJ01A-10-ADCPTE101,TRUE,ADCPT,ADCPTE,ADCPT,E,01,44.55404,-125.35235,Quartermaster 150kHz,
PHSEN,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI002-03-PHSEND999,TRUE,PHSEN,PHSEND,PHSEN,D,01,44.65,-124.9,SAMI-pH,
FLORT,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL005-02-FLORTM999,FALSE,FLORT,FLORTM,FLORT,M,01,,,ECO Puck,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,1000m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,5200,GA01SUMO-RI003-13-CTDMOR999,TRUE,CTDMO,CTDMOR,CTDMO,R,01,-42.9906,-42.5104,SBE 37IM,
VELPT,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,5,5,80,CE07SHSM-RI002-02-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,47,-124.27,Aquadopp 300m,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,2400,240,4800,GS02HYPM-WF004-03-DOSTAL999,FALSE,DOSTA,DOSTAL,DOSTA,L,01,-54.4068,-89.2796,Optode 4330,
CTDPF,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,450,15,520,CP02PMUO-WF001-03-CTDPFK999,FALSE,CTDPF,CTDPFK,CTDPF,K,01,39.90833333,-70.68333333,SBE 52MP,
ADCPT,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2013-11-22 00:00:00,150,150,360,CP02PMCO-RI001-01-ADCPTG999,FALSE,ADCPT,ADCPTG,ADCPT,G,01,39.975,-70.79166667,WorkHorse Monitor 150khz,
FLORT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,5,5,500,CE09OSSM-RI003-05-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,46.91,-124.95,ECO Triplet-w,
METBK,2014-09,Shore CyberPoP - Coastal Mooring Server,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,130,CP03ISSM-SB001-01-METBKA999,TRUE,METBK,METBKA,METBK,A,01,40.16666667,-70.79166667,ASIMET,
DOFST,2014-05,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,23,0,25,CE01ISSP-SP001-02-DOFST0999,FALSE,DOFST,DOFST0,DOFST,0,01,44.65,-124.1,,
PHSEN,2014,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,78,78,80,CE02SHBP-LJ01D-10-PHSEND103,TRUE,PHSEN,PHSEND,PHSEN,D,01,44.64,-124.3,SAMI-pH,
HPIES,2014-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""IESAHWV_L2"", ""IESHEAT_L2"", ""IESPRES_L0"", ""IESPRES_L1"", ""IESRATT_L0"", ""IESRATT_L1"", ""IES_HEF_L0"", ""IES_HEF_L1"", ""IES_WPP_L2""]",2020-01-01 00:00:00,,,2906,RS01SBVM-LJ01A-05-HPIESA101,TRUE,HPIES,HPIESA,HPIES,A,01,44.55404,-125.35235,non-commercial HPIES,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,40,40,4800,GS03FLMB-RI001-03-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,-54.0814,-88.894,Optode 4831,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,100m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,90,90,2800,GI01SUMO-RI003-06-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,40,40,4250,GP03FLMA-RI001-03-DOSTAD999,FALSE,DOSTA,DOSTAD,DOSTA,D,01,50.4676,-144.5174,Optode 4831,
OPTAA,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2013-11-22 00:00:00,133,133,210,CP01CNSM-MF004-02-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,40.03333333,-70.79166667,AC-S,
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,90m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,90,90,4250,GP03FLMA-RI001-09-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.4676,-144.5174,SBE 37IM,
TMPSF,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""TEMPSFL_L0"", ""TEMPSFL_L1""]",2013-07-16 00:00:00,,,1552,RS03ASHS-MJ03B-05-TMPSFA301,TRUE,TMPSF,TMPSFA,TMPSF,A,01,45.93619,-130.01417,XR-420,
DOFST,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2013-11-22 00:00:00,125,15,140,CP02PMCI-WF001-02-DOFSTK999,FALSE,DOFST,DOFSTK,DOFST,K,01,40.1,-70.79166667,SBE 43F,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,750m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,2800,GI01SUMO-RI003-12-CTDMOR999,TRUE,CTDMO,CTDMOR,CTDMO,R,01,60.6136,-38.2581,SBE 37IM,
SPKIR,2014-05,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,TRUE,"[""OPTATTS_L2"", ""SPECTIR_L0"", ""SPECTIR_L1""]",2020-01-01 00:00:00,5,5,25,CE06ISSM-RI003-05-SPKIRB999,FALSE,SPKIR,SPKIRB,SPKIR,B,01,47,-124.162,OCR507 ICSW,
OPTAA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,150,0,5200,GA02HYPM-SP001-05-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,-42.9222,-42.5104,,
METBK,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2013-11-22 00:00:00,-3,-3,210,CP01CNSM-SB001-01-METBKA999,TRUE,METBK,METBKA,METBK,A,01,40.03333333,-70.79166667,ASIMET,
METBK,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2013-11-22 00:00:00,-3,-3,210,CP01CNSM-SB001-02-METBKA999,TRUE,METBK,METBKA,METBK,A,01,40.03333333,-70.79166667,ASIMET,
CTDPF,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,91.5,15,130,CP02PMUI-WF001-03-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,40.11666667,-70.68333333,,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,1500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1500,1500,4800,GS03FLMA-RI001-17-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,-54.0814,-89.6652,SBE 37IM,
DOSTA,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL002-04-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
OPTAA,2014,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,78,78,80,CE02SHBP-LJ01D-08-OPTAAD106,TRUE,OPTAA,OPTAAD,OPTAA,D,01,44.64,-124.3,AC-S,
FLORT,2014-09,Shore CyberPoP - Coastal Mooring Server,5m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,5,5,130,CP03ISSM-RI003-05-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,40.16666667,-70.79166667,ECO Triplet-w,
CTDPF,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,150,0,2800,GI02HYPM-SP001-04-CTDPF0999,FALSE,CTDPF,CTDPF0,CTDPF,0,01,60.5732,-38.2581,,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,100m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,90,90,5200,GA01SUMO-RI003-06-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-42.9906,-42.5104,SBE 37IM,
PCO2A,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2013-11-22 00:00:00,0,0,210,CP01CNSM-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,40.03333333,-70.79166667,pCO2-pro,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,130m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,130,130,4800,GS01SUMO-RI003-07-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,200,200,2597,RS03AXVM-PC03A-06-CTDPFA303,TRUE,CTDPF,CTDPFA,CTDPF,A,01,46.06701,-129.60316,SBE 16plusV2,
PCO2W,2014,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2020-01-01 00:00:00,78,0,80,CE07SHSP-SP001-03-PCO2W0999,FALSE,PCO2W,PCO2W0,PCO2W,0,01,47,-124.27,,
ADCPA,,Shore CyberPoP - AUV Server ,Sea surface to <= 600m,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV001-05-ADCPAN999,FALSE,ADCPA,ADCPAN,ADCPA,N,01,,,,
CTDGV,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL003-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
NUTNR,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""NITROPT_L1""]",2020-01-01 00:00:00,91.5,0,130,CP03ISSP-SP001-03-NUTNR0999,FALSE,NUTNR,NUTNR0,NUTNR,0,01,40.16666667,-70.79166667,,
DOSTA,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,1000,0,,GI05MOAS-GL003-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
